Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
JOR_socialist;Хизб аль-Баас аль-Иштираки аль-Урдуни;;;;;;;;;;;;;
JOR_communist;Аль-Хизб аль-Шуйуи аль-Урдуни;;;;;;;;;;;;;
JOR_fascist;Хизб аль-Мустакбал;;;;;;;;;;;;;
KAG;Исикава;;;;;;;;;;;;;
KAG_ADJ;Исикаванск.;;;;;;;;;;;;;
KAG_absolute_monarchy;Кага;;;;;;;;;;;;;
KAG_prussian_constitutionalism;Кага;;;;;;;;;;;;;
KAG_hms_government;Кага;;;;;;;;;;;;;
KAG_absolute_monarchy_ADJ;Маэда;;;;;;;;;;;;;
KAG_prussian_constitutionalism_ADJ;Маэда;;;;;;;;;;;;;
KAG_hms_government_ADJ;Маэда;;;;;;;;;;;;;
KAM;Камчатка;;;;;;;;;;;;;
KAM_ADJ;Камчатск.;;;;;;;;;;;;;
KAM_presidential_dictatorship;Дальневосточная Республика;;;;;;;;;;;;;
KAM_bourgeois_dictatorship;Дальневосточная Республика;;;;;;;;;;;;;
KAM_proletarian_dictatorship;Дальневосточная Республика;;;;;;;;;;;;;
KAM_conservative;Консервативная фракция;Королевская фракция;Королевская фракция;;;;;;;;;;;
KAM_liberal;Либералы;Либеральная фракция;Либеральная фракция;;;;;;;;;;;
KAM_reactionary;Фракция Ханства;Националистическая фракция;Националистическая фракция;;;;;;;;;;;
KAM_anarcho_liberal;Либертарианцы;Радикальная фракция;Радикальная фракция;;;;;;;;;;;
KAM_socialist;Социалисты;Социалистическая фракция;Социалистическая фракция;;;;;;;;;;;
KAM_communist;Коммунисты;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
KAM_fascist;Националисты;Фашистская фракция;Фашистская фракция;;;;;;;;;;;
KHI_absolute_monarchy;Хива;;;;;;;;;;;;;
BUK_absolute_monarchy;Бухара;;;;;;;;;;;;;
KOK_absolute_monarchy;Коканд;;;;;;;;;;;;;
KAZ_absolute_monarchy;Казахское ханство;;;;;;;;;;;;;
KAZ;Казахстан;;;;;;;;;;;;;
KAZ_ADJ;Казахск.;;;;;;;;;;;;;
KAZ_conservative;Консерваторы;Королевская фракция;Королевская фракция;;;;;;;;;;;
KAZ_liberal;Либералы;Либеральная фракция;Либеральная фракция;;;;;;;;;;;
KAZ_reactionary;Фракция Ханства;Националистическая фракция;Националистическая фракция;;;;;;;;;;;
KAZ_anarcho_liberal;Либертарианцы;Радикальная фракция;Радикальная фракция;;;;;;;;;;;
KAZ_socialist;Социалисты;Социалистическая фракция;Социалистическая фракция;;;;;;;;;;;
KAZ_communist;Коммунисты;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
KAZ_fascist;Националисты;Фашистская фракция;Фашистская фракция;;;;;;;;;;;
KCH;Качин;;;;;;;;;;;;;
KCH_ADJ;Качинск.;;;;;;;;;;;;;
KDS;Курдистан;;;;;;;;;;;;;
KDS_ADJ;Курдск.;;;;;;;;;;;;;
KDS_conservative;Меджлис-и Муран;;;;;;;;;;;;;
KDS_conservative_2;Партия Курдистана;;;;;;;;;;;;;
KDS_liberal;Азади;;;;;;;;;;;;;
KDS_liberal_2;Хуви;;;;;;;;;;;;;
KDS_liberal_3;Екети Нистиман;;;;;;;;;;;;;
KDS_reactionary;Меджлис-и Месайих;;;;;;;;;;;;;
KDS_reactionary_2;Бизутнаваи Ислами;;;;;;;;;;;;;
KDS_anarcho_liberal;Тераккипеверан;;;;;;;;;;;;;
KDS_socialist;Партия Каркерин;;;;;;;;;;;;;
KDS_socialist_2;Партия Захматкесан;;;;;;;;;;;;;
KDS_fascist;Джияневе;;;;;;;;;;;;;
KDS_communist;Комала;;;;;;;;;;;;;
KEL;Келантан;;;;;;;;;;;;;
KEL_ADJ;Келантанск.;;;;;;;;;;;;;
KDH;Кедах;;;;;;;;;;;;;
KDH_ADJ;Кедайск.;;;;;;;;;;;;;
KER;Корнуолл;Корноуай;Корнуолл;;Корнуолл;;;;;;;;;
KER_ADJ;Корнуольск.;Корнуайск.;Корнуольск.;Корнуольск.;;;;;;;;;;
KER_conservative;Консервативная партия;Консервативная партия;Консервативная партия;;;;;;;;;;;
KER_liberal;Либеральная партия;Либеральная партия;Либеральная партия;;;;;;;;;;;
KER_reactionary;Партия Кенетлежек;Партия Кенетлежек;Партия Кенетлежек;;;;;;;;;;;
KER_socialist;Лейбористская партия;Лейбористская партия;Лейбористская партия;;;;;;;;;;;
KER_communist;Партия горняков и рыбаков;Партия горняков и рыбаков;Партия горняков и рыбаков;;;;;;;;;;;
KER_anarcho_liberal;Радикальная партия;Радикальная партия;Радикальная партия;;;;;;;;;;;
KER_fascist;Мебьон Кернов;Мебьон Кернов;Мебьон Кернов;;;;;;;;;;;
KIT;Сент-Китс;;;;;;;;;;;;;
KIT_ADJ;Киттийск.;;;;;;;;;;;;;
KLM;Калимантан;;;;;;;;;;;;;
KLM_ADJ;Калимантанск.;;;;;;;;;;;;;
KMK;Калмыкия;;;;;;;;;;;;;
KMK_fascist_dictatorship;Калмыцкое ханство;;;;;;;;;;;;;
KMK_proletarian_dictatorship;Калмыцкая республика;;;;;;;;;;;;;
KMK_ADJ;Калмыцк.;;;;;;;;;;;;;
KMK_conservative;Консерваторы;Королевская фракция;Фракция королей;;;;;;;;;;;
KMK_liberal;Либералы;Либеральная фракция;Либеральная фракция;;;;;;;;;;;
KMK_reactionary;Ханская фракция;Националистическая фракция;Националистическая фракция;;;;;;;;;;;
KMK_anarcho_liberal;Либертаны;Радикальная фракция;Радикальная фракция;;;;;;;;;;;
KMK_socialist;Социалисты;Социалистическая фракция;Социалистическая фракция;;;;;;;;;;;
KMK_communist;Коммунисты;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
KMK_fascist;Монгольская фракция;Фашистская фракция;Фашистская фракция;;;;;;;;;;;
KMT;Национальная Китай;;;;;;;;;;;;;
KMT_ADJ;Китайск.;;;;;;;;;;;;;
KMT_proletarian_dictatorship;Социалистическая Республика Китай;;;;;;;;;;;;;
KMT_conservative;Имперская фракция;Имперская фракция;Имперская фракция;;;;;;;;;;;
KMT_conservative_2;Zhiqiang;Zhiqiang;Zhiqiang;;;;;;;;;;;
KMT_liberal;Реформаторы;Реформаторы;Реформаторы;;;;;;;;;;;
KMT_reactionary;Консерваторы;Консерваторы;Консерваторы;;;;;;;;;;;
KMT_anarcho_liberal;Республиканцы;Республиканцы;Республиканцы;;;;;;;;;;;
KMT_liberal_2;Kuomintang Sun;Kuomintang Sun;Kuomintang Sun;;;;;;;;;;;
KMT_liberal_3;Feng Yuxiang;Feng Yuxiang;Feng Yuxiang;;;;;;;;;;;
KMT_socialist;Социалисты;Социалисты;Социалисты;;;;;;;;;;;
KMT_communist;Коммунистическая партия Китая;Коммунистическая партия Китая;Коммунистическая партия Китая;;;;;;;;;;;
KMT_fascist;Фашисты;Фашисты;Фашисты;;;;;;;;;;;
KMT_conservative_4;Kuomintang Chiang;Kuomintang Chiang;Kuomintang Chiang;;;;;;;;;;;
KNY;Кения;;;;;;;;;;;;;
KNY_ADJ;Кенийск.;;;;;;;;;;;;;
KNY_liberal;FORD�Asili;;;;;;;;;;;;;
KNY_conservative;Демократическая партия;;;;;;;;;;;;;
KNY_socialist;FORD�Kenya;;;;;;;;;;;;;
KNY_reactionary;Кения Африканский Национальный Союз;;;;;;;;;;;;;
KNY_anarcho_liberal;Независимая партия;;;;;;;;;;;;;
KNY_communist;Фермерская партия;;;;;;;;;;;;;
KNY_fascist;Фашистская партия;;;;;;;;;;;;;
KRL;Карелия;;;;;;;;;;;;;
KRL_ADJ;Карельск.;;;;;;;;;;;;;
KRL_conservative;Suomalainen puolue;Suomalainen puolue;Suomalainen puolue;;Suomalainen puolue;;;;;;;;;
KRL_conservative_2;Svenska partiet;Svenska partiet;Svenska partiet;;Svenska partiet;;;;;;;;;
KRL_liberal;Nuorsuomalaiset;Nuorsuomalaiset;Nuorsuomalaiset;;Nuorsuomalaiset;;;;;;;;;
KRL_liberal_2;Edistyspuolue;Edistyspuolue;Edistyspuolue;;Edistyspuolue;;;;;;;;;
KRL_reactionary;Kokoomus;Kokoomus;Kokoomus;;Kokoomus;;;;;;;;;
KRL_socialist;Sosiaalidemokraatit;Sosiaalidemokraatit;Sosiaalidemokraatit;;Sosiaalidemokraatit;;;;;;;;;
KRL_anarcho_liberal;Aktivistinen vastustuspuolue;Aktivistinen vastustuspuolue;Aktivistinen vastustuspuolue;;Aktivistinen vastustuspuolue;;;;;;;;;
KRL_communist;Punakaarti;Punakaarti;Punakaarti;;Punakaarti;;;;;;;;;
KRL_fascist;Фашисты;Фашисты;Фашисты;;Фашисты;;;;;;;;;
KRN;Карнатака;;;;;;;;;;;;;
KRN_ADJ;Карнатак;;;;;;;;;;;;;
KRN_democracy;Тамиль Наду;;;;;;;;;;;;;
KRN_democracy_ADJ;Тамиль;;;;;;;;;;;;;
KRN_fascist_dictatorship;Тамиль Наду;;;;;;;;;;;;;
KRN_fascist_dictatorship_ADJ;Тамиль;;;;;;;;;;;;;
KRN_bourgeois_dictatorship;Тамиль Наду;;;;;;;;;;;;;
KRN_bourgeois_dictatorship_ADJ;Тамиль;;;;;;;;;;;;;
KRN_proletarian_dictatorship;Республика Карнатик;;;;;;;;;;;;;
KRN_proletarian_dictatorship_ADJ;Карнатик;;;;;;;;;;;;;
KRN_conservative;Королевская фракция;;;;;;;;;;;;;
KRN_liberal;Либеральная фракция;;;;;;;;;;;;;
KRN_reactionary;Националистическая фракция;;;;;;;;;;;;;
KRN_anarcho_liberal;Радикальная фракция;;;;;;;;;;;;;
KRN_socialist;Социалистическая фракция;;;;;;;;;;;;;
KRN_communist;Коммунистическая фракция;;;;;;;;;;;;;
KRN_fascist;Фашистская фракция;;;;;;;;;;;;;
KRY;Красноярск;;;;;;;;;;;;;
KRY_ADJ;Угрск.;;;;;;;;;;;;;
KRY_conservative;Консерваторы;Королевская фракция;Фракция королей;;;;;;;;;;;
KRY_liberal;Либералы;Либеральная фракция;Либеральная фракция;;;;;;;;;;;
KRY_reactionary;Ханская фракция;Националистическая фракция;Националистическая фракция;;;;;;;;;;;
KRY_anarcho_liberal;Либертаны;Радикальная фракция;Радикальная фракция;;;;;;;;;;;
KRY_socialist;Социалисты;Социалистическая фракция;Социалистическая фракция;;;;;;;;;;;
KRY_communist;Коммунисты;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
KRY_fascist;Националисты;Фашистская фракция;Фашистская фракция;;;;;;;;;;;
KWT;Кувейт;;;;;;;;;;;;;
KWT_ADJ;Кувейтск.;;;;;;;;;;;;;
KTI;Кутай;;;;;;;;;;;;;
KTI_ADJ;Кутай;;;;;;;;;;;;;
KTI_conservative;Королевская фракция;;;;;;;;;;;;;
KTI_liberal;Либеральная фракция;;;;;;;;;;;;;
KTI_reactionary;Националистическая фракция;;;;;;;;;;;;;
KTI_anarcho_liberal;Радикальная фракция;;;;;;;;;;;;;
KTI_socialist;Социалистическая фракция;;;;;;;;;;;;;
KTI_communist;Коммунистическая фракция;;;;;;;;;;;;;
KTI_fascist;Фашистская фракция;;;;;;;;;;;;;
KYR;Киргизия;;;;;;;;;;;;;
KYR_ADJ;Киргизск.;;;;;;;;;;;;;
KYR_conservative;Королевская фракция;Королевская фракция;Королевская фракция;;;;;;;;;;;
KYR_liberal;Либеральная фракция;Либеральная фракция;Либеральная фракция;;;;;;;;;;;
KYR_reactionary;Националистическая фракция;Националистическая фракция;Националистическая фракция;;;;;;;;;;;
KYR_anarcho_liberal;Радикальная фракция;Радикальная фракция;Радикальная фракция;;;;;;;;;;;
KYR_socialist;Социалистическая фракция;Социалистическая фракция;Социалистическая фракция;;;;;;;;;;;
KYR_communist;Коммунистическая фракция;Коммунистическая фракция;Коммунистическая фракция;;;;;;;;;;;
KYR_fascist;Фашистская фракция;Фашистская фракция;Фашистская фракция;;;;;;;;;;;
LAN;Ланфанг;;;;;;;;;;;;;
LAN_ADJ;Ланфанг;;;;;;;;;;;;;
LAN_conservative;Консерваторы Конгси;;;;;;;;;;;;;
LAN_liberal;Либеральная Конси;;;;;;;;;;;;;
LAN_reactionary;Националистическая Конси;;;;;;;;;;;;;
LAN_anarcho_liberal;Радикальная Конси;;;;;;;;;;;;;
LAN_socialist;Социалистическая Конси;;;;;;;;;;;;;
LAN_communist;Коммунистическая Конси;;;;;;;;;;;;;
LAN_fascist;Фашистская Конси;;;;;;;;;;;;;
LBY;Ливия;;;;;;;;;;;;;
LBY_ADJ;Ливийск.;;;;;;;;;;;;;
LBN;Ливан;;;;;;;;;;;;;
LBN_ADJ;Ливанск.;;;;;;;;;;;;;
LBN_liberal;Движение за Демократическое Обновление;;;;;;;;;;;;;
LBN_conservative;Свободное Патриотическое Движение;;;;;;;;;;;;;
LBN_socialist;Ливанская Прогрессивно-Социалистическая Партия;;;;;;;;;;;;;
LBN_reactionary;Ливанская Фаланжистская Партия;;;;;;;;;;;;;
LBN_anarcho_liberal;Свободное Патриотическое Движение;;;;;;;;;;;;;
LBN_communist;Ливанская Коммунистическая Партия;;;;;;;;;;;;;
LBN_fascist;Ливанские Силы;;;;;;;;;;;;;
LNA;Лан На;;;;;;;;;;;;;
LNA_ADJ;Лан На;;;;;;;;;;;;;
LNN_conservative;Королевская Фракция;;;;;;;;;;;;;
LNN_liberal;Либеральная Фракция;;;;;;;;;;;;;
LNN_reactionary;Националистическая Фракция;;;;;;;;;;;;;
LNN_anarcho_liberal;Радикальная Фракция;;;;;;;;;;;;;
LNN_socialist;Социалистическая Фракция;;;;;;;;;;;;;
LNN_communist;Коммунистическая Фракция;;;;;;;;;;;;;
LNN_fascist;Фашистская Фракция;;;;;;;;;;;;;
LOM_reactionary;Монархисты;;;;;;;;;;;;;
LOM_liberal;Интрансигенты;;;;;;;;;;;;;
LOM_conservative;Трансигенты;;;;;;;;;;;;;
LOM_socialist;Социалисты;;;;;;;;;;;;;
LOM_communist;Революционеры;;;;;;;;;;;;;
LOM_reactionary_2;Католики;;;;;;;;;;;;;
LOM_anarcho_liberal;Радикалы;;;;;;;;;;;;;
LOM_fascist;Фашисты;;;;;;;;;;;;;
LOR;Лотарингия;;;;;;;;;;;;;
LOR_ADJ;Лотарингск.;;;;;;;;;;;;;
LOR_fascist_dictatorship;Лотарингия;;;;;;;;;;;;;
LOR_fascist_dictatorship_ADJ;Лотарингск.;;;;;;;;;;;;;
LOS;Лос Альтос;;;;;;;;;;;;;
LOS_ADJ;Лосалтан;;;;;;;;;;;;;
LOS_conservative;Партия Консерваторов;;;;;;;;;;;;;
LOS_liberal;Либеральная Партия;;;;;;;;;;;;;
LOS_reactionary;Национальная Партия;;;;;;;;;;;;;
LOS_anarcho_liberal;Радикальная Партия;;;;;;;;;;;;;
LOS_socialist;Социалистическая Партия;;;;;;;;;;;;;
LOS_communist;Коммунистическая Партия;;;;;;;;;;;;;
LOS_fascist;Фашистская Партия;;;;;;;;;;;;;
LPL;Объединенные Провинции;;;;;;;;;;;;;
LPL_ADJ;Платинск.;;;;;;;;;;;;;
LSK;Аляска;;;;;;;;;;;;;
LSK_ADJ;Аляскинск.;;;;;;;;;;;;;
LSK_reactionary;Национальная Партия;;;;;;;;;;;;;
LSK_conservative;Демократическая Партия;;;;;;;;;;;;;
LSK_liberal;Республиканская Партия;;;;;;;;;;;;;
LSK_anarcho_liberal;Либеральные Экономисты;;;;;;;;;;;;;
LSK_socialist;Социалистическая Партия;;;;;;;;;;;;;
LSK_communist;Большевики;;;;;;;;;;;;;
LSK_fascist;Северные Футуристы;;;;;;;;;;;;;
LUI;Сент-Люсия;;;;;;;;;;;;;
